,mo_diff_ld_drc,intPayHistComp
3651,1,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, -1, 900, 900, 900, 900, 900, 900, 900, 900, 900, 879, 849, 818, 790, 759, 728, 698, 667, 637, 606]"
3652,-1,"[-1, -1, -1, -1, -1]"
3653,-1,"[-1, -1, -1, -1, -1]"
3654,7,"[0, 132, 102, 71, 41, 10, -1, -1, -1]"
3655,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3656,61,"[0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3657,2,"[0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3658,1,"[0, 29, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3659,-1,"[-1, -1, -1, -1, -1]"
3660,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3661,-1,"[-1, -1, -1, -1, -1]"
3662,-1,"[-1, -1, -1, -1, -1]"
3663,1,"[122, 92, 61, 31, 29, 30, -1, -1, -1, -1, -1]"
3664,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3665,11,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, -1]"
3666,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3667,-1,"[-1, -1, -1, -1, -1]"
3668,34,"[-1, -1, -1, -1, -1, -1]"
3669,15,"[-1, 0, 66, -1, 7, 0, 37, 7, 6, 0, 0, -1, -1, -1]"
3670,-1,"[-1, -1, -1, -1, -1]"
3671,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3672,51,"[0, 26, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3673,3,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3674,-1,"[-1, -1, -1, -1, -1]"
3675,2,"[30, 0, 0, 9, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3676,2,"[14, 14, 14, 14, 16, 0, 0, 0, -1, -1, -1]"
3677,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3678,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3679,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3680,8,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3681,28,"[0, 0, -1, -1, -1, -1, -1, -1, -1, 0, 75, 75, 46, 46, 61, 46, -1, 46, 15, 46, 74, 44, 60, 60, 30, 0, 0, 0, 0, 0]"
3682,1,"[0, 0, -1, -1, -1]"
3683,3,"[0, 0, 0, 0, -1, -1, -1]"
3684,4,"[0, 0, 0, -1, -1, -1]"
3685,2,"[0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3686,2,"[0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3687,9,"[0, -1, 0, 0, 0, -1, -1, -1]"
3688,4,"[0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3689,9,"[0, 6, 0, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
3690,15,"[0, 0, 0, 0, 0, -1, -1, -1]"
3691,2,"[147, 116, 86, 55, 26, 0, 0, 0, 0, 0, -1, -1, -1]"
3692,1,"[27, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3693,1,"[27, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3694,1,"[24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0]"
3695,8,"[0, 0, -1, -1, -1]"
3696,8,"[0, 0, -1, -1, -1]"
3697,8,"[0, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1, -1, -1]"
3698,2,"[0, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1]"
3699,9,"[0, 0, -1, -1, -1]"
3700,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3701,7,"[0, 0, 0, -1, -1, -1]"
3702,11,"[0, -1, -1, -1]"
3703,10,"[0, 0, -1, -1, -1]"
3704,8,"[0, 0, 0, 0, 0, -1, -1, -1]"
3705,11,"[0, -1, -1, -1]"
3706,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3707,11,"[0, -1, -1, -1]"
3708,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3709,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3710,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3711,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3712,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3713,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3714,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3715,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3716,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3717,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3718,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, -1]"
3719,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3720,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3721,17,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3722,31,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0]"
3723,36,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0]"
3724,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3725,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3726,26,"[-1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3727,1,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3728,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3729,11,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3730,-1,"[-1, -1, -1, -1, -1]"
3731,21,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3732,38,"[-1, -1, -1, -1, -1, -1]"
3733,5,"[0, 0, -1, -1, -1]"
3734,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3735,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 13, -1, 0, 0, 0, 0, 0, 0, 0]"
3736,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3737,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3738,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3739,66,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3740,2,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3741,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3742,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3743,10,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3744,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 40, 37]"
3745,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, -1, 0, 0, 0, 0, -1, -1, -1]"
3746,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3747,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3748,27,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3749,-1,"[-1, -1, -1, -1, -1]"
3750,2,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3751,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3752,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, -1, -1, -1]"
3753,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3754,4,"[0, 0, 0, -1, -1, 0, 0, -1, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0]"
3755,26,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0]"
3756,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3757,37,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3758,42,"[0, -1, -1, -1]"
3759,50,"[0, -1, -1, -1]"
3760,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3761,42,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3762,93,"[0, -1, -1, -1, -1, -1, -1]"
3763,93,"[0, -1, -1, -1, -1, -1, -1]"
3764,97,"[0, -1, -1, -1, -1, 0, 0, -1, -1, -1]"
3765,82,"[0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3766,72,"[-1, -1, -1, -1]"
3767,81,"[-1, -1, -1, -1]"
3768,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3769,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3770,7,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3771,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 27, 0, 0, 0, 0, 0, -1, 0, -1, -1, -1]"
3772,1,"[0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, -1, -1, -1]"
3773,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3774,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3775,9,"[0, 0, 10, 0, -1, -1, -1]"
3776,-1,"[-1, -1, -1, -1, -1]"
3777,1,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3778,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3779,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3780,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3781,14,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3782,28,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3783,-1,"[-1, -1, -1, -1, -1]"
3784,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3785,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3786,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3787,34,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3788,-1,"[-1, -1, -1, -1, -1]"
3789,-1,"[-1, -1, -1, -1, -1]"
3790,1,"[41, 41, 41, 41, 41, 43, 73, 64, 73, 73, 73, 73, 72, 73, 42, 12, 9, 12, 42, 42, 32, 11, 12, 0, 0, 0, 70, 71, 71, -1, -1, -1, -1, -1, -1, -1]"
3791,25,"[0, 110, 83, 57, 26, 0, -1, -1, -1]"
3792,31,"[0, 0, 0, -1, -1, -1]"
3793,-1,"[-1, -1, -1, -1, -1]"
3794,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3795,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1]"
3796,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3797,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3798,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3799,1,"[27, 28, 0, 0, 0, -1, -1, -1]"
3800,1,"[0, 0, 0, 0, -1, -1, -1]"
3801,1,"[0, 0, 0, 0, -1, -1, -1]"
3802,4,"[0, 0, -1, -1, -1]"
3803,4,"[0, 0, -1, -1, -1]"
3804,5,"[0, 0, -1, -1, -1]"
3805,2,"[0, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
3806,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3807,34,"[0, 0, 0, 0, 0, -1, -1, -1]"
3808,38,"[0, 0, 0, 0, -1, -1, -1]"
3809,14,"[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3810,-1,"[-1, -1, -1, -1, -1]"
3811,2,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3812,9,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3813,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3814,25,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3815,48,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3816,1,"[0, -1, -1, -1]"
3817,1,"[0, 0, 0, 0, 0, -1, -1, -1]"
3818,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3819,2,"[47, 16, 0, -1, -1, -1]"
3820,2,"[0, 40, 0, -1, -1, -1]"
3821,4,"[0, 0, -1, -1, -1]"
3822,2,"[0, 0, 0, 0, -1, -1, -1]"
3823,2,"[0, -1, 0, 0, 0, -1, -1, -1]"
3824,2,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3825,2,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3826,2,"[0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3827,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3828,2,"[0, 28, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3829,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3830,32,"[0, 0, 0, 0, 0, -1, -1, -1]"
3831,32,"[0, 0, 0, 0, 0, -1, -1, -1]"
3832,33,"[0, 0, 0, 0, 0, -1, -1, -1]"
3833,36,"[0, 0, 0, 0, -1, -1, -1]"
3834,37,"[0, 0, 0, -1, -1, -1]"
3835,-1,"[-1, -1, -1, -1, -1]"
3836,-1,"[-1, -1, -1, -1, -1]"
3837,1,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 880, 849, 818, 788, 757, 743, 696, -1, 637, 606, 576, 545, -1, 484, 453, 423, 392, 362, 331, 303, 272, 241, 211, 180, 150, 119]"
3838,11,"[453, 634, 603, 573, -1, 512, 481, 453, 422, 391, 361, 330, 300, 269, 238, 208, 177, 147, 116, 88, 88, 57, 88, 57, 27, 57, 26, 20, 25, 0, 23, 0, 0, 0, 0, 0]"
3839,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3840,74,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0]"
3841,2,"[-1, -1, -1, -1, -1, -1]"
3842,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3843,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1]"
3844,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1]"
3845,11,"[-1, 0, 0, -1, -1, -1, -1, -1, -1, -1]"
3846,11,"[-1, 42, 11, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3847,35,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3848,4,"[0, -1, -1, -1]"
3849,2,"[56, 25, 0, 0, -1, -1, -1]"
3850,5,"[0, -1, -1, -1]"
3851,2,"[0, 0, 0, -1, -1, -1]"
3852,6,"[0, 0, -1, -1, -1]"
3853,7,"[0, -1, -1, -1]"
3854,1,"[0, 0, 0, 44, 44, 15, 0, -1, -1, -1]"
3855,7,"[0, -1, -1, -1]"
3856,7,"[0, -1, -1, -1]"
3857,7,"[0, -1, -1, -1]"
3858,7,"[0, 0, -1, -1, -1]"
3859,2,"[0, 0, 0, -1, -1, -1]"
3860,32,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3861,-1,"[-1, -1, -1, -1, -1]"
3862,27,"[0, 83, 52, 52, 24, 23, 24, 54, 24, 24, 23, 24, 54, 24, 30, 30, 0, -1, -1, 30, 30, 0]"
3863,2,"[0, 0, 0, 0, 0, -1, -1, -1]"
3864,10,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3865,-1,"[-1, -1, -1, -1, -1]"
3866,-1,"[-1, -1, -1, -1, -1]"
3867,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3868,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 190, 190, 190, 190, 190, 190, 190, 190, 190, 190, 190, 190, 190, 190, 190, 190]"
3869,19,"[0, 210, 210, 210, 210, 210, 210, 210, 210, 210, 174, 150, 120, 118, 120, 118, 120, 120, 88, 60, 58, 30, 54, 30, 0, 0, 60, 58, 60, 30, 0, 30, 28, 60, 56, 30]"
3870,4,"[-1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3871,148,"[-1, -1, -1, -1]"
3872,-1,"[-1, -1, -1, -1, -1]"
3873,3,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3874,2,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3875,9,"[0, 0, 0, 15, 16, -1, -1, -1, 76, 46, -1, -1, -1]"
3876,5,"[0, 0, 0, 15, 0, 0, 0, 0, -1, 0, -1, -1, -1]"
3877,2,"[-1, -1, -1, -1, -1, -1, -1]"
3878,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3879,28,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]"
3880,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3881,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 28, 28, 0, 0, 0]"
3882,26,"[0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3883,2,"[0, 30, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3884,-1,"[-1, -1, -1, -1, -1]"
3885,-1,"[-1, -1, -1, -1, -1]"
3886,2,"[0, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
3887,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3888,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3889,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3890,34,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3891,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3892,2,"[-1, -1, -1, -1, -1]"
3893,4,"[0, -1, -1, -1]"
3894,2,"[0, -1, -1, 0, 0, -1, -1, -1]"
3895,2,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
3896,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3897,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3898,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3899,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3900,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3901,22,"[0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, -1, 0]"
3902,58,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3903,2,"[35, 34, 34, 34, 5, -1, -1, -1]"
3904,1,"[-1, -1, -1, -1, -1, -1]"
3905,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3906,3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
3907,15,"[-1, -1, -1, -1, -1]"
3908,16,"[-1, -1, -1, -1]"
3909,12,"[0, 0, 0, 0, 0, 0, 0, 0, 3, -1, -1, -1]"
3910,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3911,31,"[0, 88, 58, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3912,47,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]"
3913,52,"[-1, -1, -1, -1, -1, -1, -1]"
3914,1,"[0, 0, 0, -1, 47, 49, 18, 17, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 78, 79, 57, 78, 79, 48, 46, 46, 18, 108, 78, 79, 48, 79, 79]"
3915,-1,"[-1, -1, -1, -1, -1]"
3916,-1,"[-1, -1, -1, -1, -1]"
3917,-1,"[-1, -1, -1, -1, -1]"
3918,-1,"[-1, -1, -1, -1, -1]"
3919,-1,"[-1, -1, -1, -1, -1]"
3920,-1,"[-1, -1, -1, -1, -1]"
3921,0,"[0, -1, -1, -1]"
3922,1,"[0, -1, -1, -1]"
3923,1,"[0, -1, -1, -1]"
3924,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3925,10,"[0, 0, 0, 0, -1, -1, -1]"
3926,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3927,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3928,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3929,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3930,2,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3931,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
3932,11,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
